collection_id,dataset_id,dataset_version_id,development_stage,disease,organism,raw_data_location,cell_type
dde06e0f-ab3b-46be-96a2-a8082383c4a1,3faad104-2ab8-4434-816d-474d8d2641db,e1239e77-732c-4dc6-9a4c-c9bb72607c61,94-year-old human stage,normal,Homo sapiens,X,transitional stage B cell
dde06e0f-ab3b-46be-96a2-a8082383c4a1,3faad104-2ab8-4434-816d-474d8d2641db,e1239e77-732c-4dc6-9a4c-c9bb72607c61,95-year-old human stage,normal,Homo sapiens,X,transitional stage B cell
dde06e0f-ab3b-46be-96a2-a8082383c4a1,3faad104-2ab8-4434-816d-474d8d2641db,e1239e77-732c-4dc6-9a4c-c9bb72607c61,96-year-old human stage,normal,Homo sapiens,X,transitional stage B cell
dde06e0f-ab3b-46be-96a2-a8082383c4a1,3faad104-2ab8-4434-816d-474d8d2641db,e1239e77-732c-4dc6-9a4c-c9bb72607c61,97-year-old human stage,normal,Homo sapiens,X,transitional stage B cell
1a486c4c-c115-4721-8c9f-f9f096e10857,856c1b98-5727-49da-bf0f-151bdb8cb056,57c634b6-ea35-465b-9918-e3411f1ca50b,68-year-old human stage,normal,Homo sapiens,X,amacrine cell
1a486c4c-c115-4721-8c9f-f9f096e10857,856c1b98-5727-49da-bf0f-151bdb8cb056,57c634b6-ea35-465b-9918-e3411f1ca50b,71-year-old human stage,normal,Homo sapiens,X,macroglial cell
1a486c4c-c115-4721-8c9f-f9f096e10857,856c1b98-5727-49da-bf0f-151bdb8cb056,57c634b6-ea35-465b-9918-e3411f1ca50b,86-year-old human stage,normal,Homo sapiens,X,microglial cell
1a486c4c-c115-4721-8c9f-f9f096e10857,856c1b98-5727-49da-bf0f-151bdb8cb056,57c634b6-ea35-465b-9918-e3411f1ca50b,86-year-old human stage,normal,Homo sapiens,X,retina horizontal cell
1a486c4c-c115-4721-8c9f-f9f096e10857,856c1b98-5727-49da-bf0f-151bdb8cb056,57c634b6-ea35-465b-9918-e3411f1ca50b,86-year-old human stage,normal,Homo sapiens,X,retinal bipolar neuron
1a486c4c-c115-4721-8c9f-f9f096e10857,856c1b98-5727-49da-bf0f-151bdb8cb056,57c634b6-ea35-465b-9918-e3411f1ca50b,86-year-old human stage,normal,Homo sapiens,X,retinal blood vessel endothelial cell
1a486c4c-c115-4721-8c9f-f9f096e10857,856c1b98-5727-49da-bf0f-151bdb8cb056,57c634b6-ea35-465b-9918-e3411f1ca50b,86-year-old human stage,normal,Homo sapiens,X,retinal cone cell
1a486c4c-c115-4721-8c9f-f9f096e10857,856c1b98-5727-49da-bf0f-151bdb8cb056,57c634b6-ea35-465b-9918-e3411f1ca50b,86-year-old human stage,normal,Homo sapiens,X,retinal ganglion cell
1a486c4c-c115-4721-8c9f-f9f096e10857,856c1b98-5727-49da-bf0f-151bdb8cb056,57c634b6-ea35-465b-9918-e3411f1ca50b,86-year-old human stage,normal,Homo sapiens,X,retinal rod cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,blood vessel smooth muscle cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,endothelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,kidney collecting duct intercalated cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,kidney collecting duct principal cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,kidney connecting tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,kidney distal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,kidney interstitial fibroblast
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,kidney loop of Henle thick ascending limb epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,kidney loop of Henle thin descending limb epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,kidney proximal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,leukocyte
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,mesangial cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,native cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,parietal epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,pericyte
8e880741-bf9a-4c8e-9227-934204631d2a,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,69806e38-86fc-4422-94ed-ca224e5e98ef,62-year-old human stage,normal,Homo sapiens,raw.X,podocyte
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,blood vessel smooth muscle cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,endothelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,kidney collecting duct intercalated cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,kidney collecting duct principal cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,kidney distal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,kidney granular cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,kidney interstitial fibroblast
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,kidney loop of Henle thick ascending limb epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,kidney proximal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,leukocyte
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,macrophage
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,mesangial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb83600a-7823-426e-b06b-1fcd666a3cd8,8b19d65e-0da3-4622-8fdd-ddcfaf899ea3,13 weeks,diabetic kidney disease,Mus musculus,X,podocyte
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,blood vessel smooth muscle cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,endothelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,kidney collecting duct intercalated cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,kidney collecting duct principal cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,kidney distal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,kidney granular cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,kidney interstitial fibroblast
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,kidney loop of Henle thick ascending limb epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,kidney proximal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,leukocyte
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,macrophage
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,macula densa epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,mesangial cell
8e880741-bf9a-4c8e-9227-934204631d2a,fb30cf10-0fb5-4c0d-86a1-e425c3579bd8,7cd17609-ba3f-4662-9805-e15710ceac69,13 weeks,normal,Mus musculus,X,podocyte
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,blood vessel smooth muscle cell
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,endothelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney collecting duct intercalated cell
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney collecting duct principal cell
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney distal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney granular cell
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney interstitial fibroblast
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney loop of Henle thick ascending limb epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney proximal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,leukocyte
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,macrophage
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,macula densa epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,mesangial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f9f63905-34b2-4c61-b747-1df6c7a35a6a,27c3016a-69c1-4f6a-9a6d-764072411cc6,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,podocyte
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,blood vessel smooth muscle cell
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,endothelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,kidney collecting duct intercalated cell
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,kidney collecting duct principal cell
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,kidney distal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,kidney granular cell
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,kidney interstitial fibroblast
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,kidney loop of Henle thick ascending limb epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,kidney proximal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,leukocyte
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,macrophage
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,macula densa epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,mesangial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f6d0baa0-bcda-4bb2-b494-9d933645bb70,144f1990-1a61-4ee4-8195-ad5d8c2fcd35,6 month-old stage,normal,Mus musculus,X,podocyte
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,blood vessel smooth muscle cell
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,endothelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,kidney collecting duct intercalated cell
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,kidney collecting duct principal cell
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,kidney distal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,kidney granular cell
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,kidney interstitial fibroblast
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,kidney loop of Henle thick ascending limb epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,kidney proximal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,leukocyte
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,macrophage
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,mesangial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f425376b-bc86-44fd-936f-c43c0c64bf4f,3328a0e2-bed6-4185-abdb-0afc4abe9a49,72-year-old human stage,normal,Homo sapiens,raw.X,podocyte
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,blood vessel smooth muscle cell
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,endothelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney collecting duct intercalated cell
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney collecting duct principal cell
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney distal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney granular cell
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney interstitial fibroblast
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney loop of Henle thick ascending limb epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,kidney proximal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,leukocyte
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,macrophage
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,mesangial cell
8e880741-bf9a-4c8e-9227-934204631d2a,f37699b9-abcd-45e1-b8a9-fd406fe18c25,492dea85-768e-4b6d-b0d7-a4813f2ce1de,6 month-old stage,autosomal dominant polycystic kidney disease,Mus musculus,X,podocyte
8e880741-bf9a-4c8e-9227-934204631d2a,eb602a88-fff3-488f-995d-3b0d967593b3,2cfebe49-2ed0-47c3-88b7-37d6a71f73e9,6 month-old stage,normal,Mus musculus,X,blood vessel smooth muscle cell
8e880741-bf9a-4c8e-9227-934204631d2a,eb602a88-fff3-488f-995d-3b0d967593b3,2cfebe49-2ed0-47c3-88b7-37d6a71f73e9,6 month-old stage,normal,Mus musculus,X,endothelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,eb602a88-fff3-488f-995d-3b0d967593b3,2cfebe49-2ed0-47c3-88b7-37d6a71f73e9,6 month-old stage,normal,Mus musculus,X,kidney collecting duct intercalated cell
8e880741-bf9a-4c8e-9227-934204631d2a,eb602a88-fff3-488f-995d-3b0d967593b3,2cfebe49-2ed0-47c3-88b7-37d6a71f73e9,6 month-old stage,normal,Mus musculus,X,kidney collecting duct principal cell
8e880741-bf9a-4c8e-9227-934204631d2a,eb602a88-fff3-488f-995d-3b0d967593b3,2cfebe49-2ed0-47c3-88b7-37d6a71f73e9,6 month-old stage,normal,Mus musculus,X,kidney distal convoluted tubule epithelial cell
8e880741-bf9a-4c8e-9227-934204631d2a,eb602a88-fff3-488f-995d-3b0d967593b3,2cfebe49-2ed0-47c3-88b7-37d6a71f73e9,6 month-old stage,normal,Mus musculus,X,kidney granular cell
8e880741-bf9a-4c8e-9227-934204631d2a,eb602a88-fff3-488f-995d-3b0d967593b3,2cfebe49-2ed0-47c3-88b7-37d6a71f73e9,6 month-old stage,normal,Mus musculus,X,kidney interstitial fibroblast
8e880741-bf9a-4c8e-9227-934204631d2a,eb602a88-fff3-488f-995d-3b0d967593b3,2cfebe49-2ed0-47c3-88b7-37d6a71f73e9,6 month-old stage,normal,Mus musculus,X,kidney loop of Henle thick ascending limb epithelial cell
