ENSG00000144713
ENSG00000143314
ENSG00000117385
ENSG00000115211
ENSG00000116039
ENSG00000119689
ENSG00000149636
ENSG00000159377
ENSG00000156603
ENSG00000123737
ENSG00000141404
ENSG00000128276
ENSG00000103035
ENSG00000115484
ENSG00000063177
ENSG00000174748
ENSG00000138107
ENSG00000079134
ENSG00000075711
ENSG00000066117
ENSG00000156508
ENSG00000105202
ENSG00000174428
ENSG00000071051
ENSG00000183207
ENSG00000197838
ENSG00000109911
ENSG00000172172
ENSG00000205531
ENSG00000101361
ENSG00000204463
ENSG00000009307
ENSG00000181610
ENSG00000168291
ENSG00000158435
ENSG00000108883
ENSG00000161970
ENSG00000254772
ENSG00000158019
ENSG00000243709
ENSG00000042429
ENSG00000136891
ENSG00000197479
ENSG00000185608
ENSG00000137955
ENSG00000099341
ENSG00000148303
ENSG00000164587
ENSG00000197694
ENSG00000211454
ENSG00000186470
ENSG00000106462
ENSG00000137807
ENSG00000138663
ENSG00000108055
ENSG00000107371
ENSG00000122705
ENSG00000147604
ENSG00000188986
ENSG00000163832
ENSG00000149480
ENSG00000105640
ENSG00000138071
ENSG00000179151
ENSG00000070785
ENSG00000143228
ENSG00000100519
ENSG00000128534
ENSG00000178691
ENSG00000141084
ENSG00000196126
ENSG00000137267
ENSG00000071082
ENSG00000241553
ENSG00000123349
ENSG00000108852
ENSG00000171566
ENSG00000129084
ENSG00000140988
ENSG00000096384
ENSG00000172531
ENSG00000102103
ENSG00000156482
ENSG00000125107
ENSG00000137547
ENSG00000188559
ENSG00000150753
ENSG00000175467
ENSG00000204568
ENSG00000081842
ENSG00000129946
ENSG00000137154
ENSG00000102572
ENSG00000099901
ENSG00000163577
ENSG00000101104
ENSG00000136518
ENSG00000055044
ENSG00000136522
ENSG00000197756
ENSG00000140396
ENSG00000077235
ENSG00000166598
ENSG00000196735
ENSG00000240654
ENSG00000162923
ENSG00000166984
ENSG00000173692
ENSG00000164708
ENSG00000234745
ENSG00000204501
ENSG00000169189
ENSG00000100902
ENSG00000198898
ENSG00000164086
ENSG00000168872
ENSG00000254709
ENSG00000215021
ENSG00000147381
ENSG00000128250
ENSG00000240682
ENSG00000183474
ENSG00000142937
ENSG00000069248
ENSG00000169288
ENSG00000123094
ENSG00000006712
ENSG00000158764
ENSG00000166200
ENSG00000204220
ENSG00000198755
ENSG00000025039
ENSG00000171102
ENSG00000166333
ENSG00000181991
ENSG00000126883
ENSG00000205937
ENSG00000196338
ENSG00000109321
ENSG00000104738
ENSG00000164924
ENSG00000149273
ENSG00000184492
ENSG00000114686
ENSG00000108298
ENSG00000065970
ENSG00000068654
ENSG00000065268
ENSG00000008988
ENSG00000122136
ENSG00000115073
ENSG00000100353
ENSG00000169925
ENSG00000203950
ENSG00000120860
ENSG00000171847
ENSG00000142875
ENSG00000108946
ENSG00000106588
ENSG00000104529
ENSG00000068796
ENSG00000197265
ENSG00000162482
ENSG00000181789
ENSG00000116918
ENSG00000143768
ENSG00000143436
ENSG00000170027
ENSG00000013275
ENSG00000164334
ENSG00000142541
ENSG00000198742
ENSG00000179041
ENSG00000051128
ENSG00000150760
ENSG00000179914
ENSG00000188846
ENSG00000172465
ENSG00000272886
ENSG00000116478
ENSG00000092201
ENSG00000132912
ENSG00000130177
ENSG00000136807
ENSG00000108604
ENSG00000123374
ENSG00000213639
ENSG00000107581
ENSG00000167526
ENSG00000137168
ENSG00000100764
ENSG00000242265
ENSG00000248746
ENSG00000053900
ENSG00000233917
ENSG00000130669
ENSG00000115233
ENSG00000186298
ENSG00000131398
ENSG00000181222
ENSG00000114302
ENSG00000101367
ENSG00000132300
ENSG00000196275
ENSG00000105953
ENSG00000125676
ENSG00000198730
ENSG00000005175
ENSG00000211460
ENSG00000149792
ENSG00000154719
ENSG00000107186
ENSG00000127616
ENSG00000165246
ENSG00000169976
ENSG00000248405
ENSG00000076924
ENSG00000144231
ENSG00000077348
ENSG00000104695
ENSG00000154611
ENSG00000153561
ENSG00000162521
ENSG00000056050
ENSG00000213397
ENSG00000074071
ENSG00000061794
ENSG00000163029
ENSG00000131469
ENSG00000239857
ENSG00000167633
ENSG00000125691
ENSG00000197905
ENSG00000115091
ENSG00000044574
ENSG00000174231
ENSG00000176679
ENSG00000071553
ENSG00000077549
ENSG00000197170
ENSG00000116221
ENSG00000243955
ENSG00000128789
ENSG00000156261
ENSG00000173226
ENSG00000084072
ENSG00000084754
ENSG00000163254
ENSG00000110955
ENSG00000173039
ENSG00000130829
ENSG00000129315
ENSG00000187109
ENSG00000126067
ENSG00000173757
ENSG00000126561
ENSG00000104889
ENSG00000119801
ENSG00000108854
ENSG00000152253
ENSG00000131652
ENSG00000159352
ENSG00000100401
ENSG00000126391
ENSG00000183527
ENSG00000122958
ENSG00000104412
ENSG00000143621
ENSG00000092020
ENSG00000153107
ENSG00000196419
ENSG00000144029
ENSG00000165841
ENSG00000069329
ENSG00000173473
ENSG00000163466
ENSG00000146731
ENSG00000037241
ENSG00000116396
ENSG00000137486
ENSG00000100603
ENSG00000148444
ENSG00000135837
ENSG00000169564
ENSG00000259075
ENSG00000148187
ENSG00000072501
ENSG00000197102
ENSG00000114942
ENSG00000130811
ENSG00000135720
ENSG00000100906
ENSG00000183431
ENSG00000113048
ENSG00000116455
ENSG00000164022
ENSG00000116752
ENSG00000114391
ENSG00000145191
ENSG00000174444
ENSG00000143702
ENSG00000198791
ENSG00000255408
ENSG00000033030
ENSG00000138629
ENSG00000196976
ENSG00000161016
ENSG00000115977
ENSG00000109475
ENSG00000101343
ENSG00000102978
ENSG00000253506
ENSG00000170122
ENSG00000108344
ENSG00000197498
ENSG00000125445
ENSG00000221926
ENSG00000159720
ENSG00000136942
ENSG00000103363
ENSG00000185627
ENSG00000189091
ENSG00000186468
ENSG00000111581
ENSG00000151503
ENSG00000130640
ENSG00000136930
ENSG00000130713
ENSG00000182793
ENSG00000108953
ENSG00000244482
ENSG00000111596
ENSG00000140416
ENSG00000133422
ENSG00000163558
ENSG00000148308
ENSG00000089009
ENSG00000099995
ENSG00000074219
ENSG00000153767
ENSG00000288206
ENSG00000152413
ENSG00000050820
ENSG00000111816
ENSG00000141367
ENSG00000189023
ENSG00000170860
ENSG00000100567
ENSG00000124155
ENSG00000041357
ENSG00000149923
ENSG00000077380
ENSG00000026950
ENSG00000130826
ENSG00000117395
ENSG00000148943
ENSG00000275452
ENSG00000017797
ENSG00000127463
ENSG00000101997
ENSG00000165916
ENSG00000123892
ENSG00000196591
ENSG00000204843
ENSG00000137936
ENSG00000142676
ENSG00000130772
ENSG00000114738
ENSG00000152234
ENSG00000130255
ENSG00000087365
ENSG00000182899
ENSG00000254221
ENSG00000116251
ENSG00000176986
ENSG00000141867
ENSG00000171311
ENSG00000143549
ENSG00000130706
ENSG00000092203
ENSG00000197702
ENSG00000106086
ENSG00000128253
ENSG00000175110
ENSG00000103942
ENSG00000175643
ENSG00000101413
ENSG00000155876
ENSG00000079246
ENSG00000092330
ENSG00000094880
ENSG00000143811
ENSG00000170889
ENSG00000204316
ENSG00000102178
ENSG00000107438
ENSG00000114978
ENSG00000138109
ENSG00000115165
ENSG00000276175
ENSG00000163468
ENSG00000129351
ENSG00000078070
ENSG00000117748
ENSG00000144635
ENSG00000135698
ENSG00000112062
ENSG00000198814
ENSG00000105372
ENSG00000102226
ENSG00000177600
ENSG00000131828
ENSG00000178966
ENSG00000119718
ENSG00000175203
ENSG00000167978
ENSG00000100129
ENSG00000130429
ENSG00000160691
ENSG00000204356
ENSG00000105364
ENSG00000163682
ENSG00000084623
ENSG00000143106
ENSG00000087111
ENSG00000142507
ENSG00000101349
ENSG00000198034
ENSG00000118894
ENSG00000182446
ENSG00000284150
ENSG00000104408
ENSG00000112996
ENSG00000145386
ENSG00000150054
ENSG00000089157
ENSG00000170074
ENSG00000141456
ENSG00000122218
ENSG00000076003
ENSG00000204525
ENSG00000131148
ENSG00000112118
ENSG00000135624
ENSG00000114487
ENSG00000166226
ENSG00000111641
ENSG00000128245
ENSG00000119041
ENSG00000170275
ENSG00000183010
ENSG00000145990
ENSG00000102738
ENSG00000108448
ENSG00000134371
ENSG00000236334
ENSG00000115694
ENSG00000132603
ENSG00000004897
ENSG00000163281
ENSG00000149136
ENSG00000167088
ENSG00000108669
ENSG00000124789
ENSG00000139613
ENSG00000141030
ENSG00000205863
ENSG00000113460
ENSG00000117360
ENSG00000115935
ENSG00000029363
ENSG00000115524
ENSG00000134153
ENSG00000163125
ENSG00000204392
ENSG00000072062
ENSG00000115306
ENSG00000144028
ENSG00000125285
ENSG00000110700
ENSG00000125457
ENSG00000184979
ENSG00000204435
ENSG00000105618
ENSG00000132522
ENSG00000099290
ENSG00000124171
ENSG00000135597
ENSG00000023734
ENSG00000111801
ENSG00000104671
ENSG00000168090
ENSG00000187372
ENSG00000198707
ENSG00000056097
ENSG00000181449
ENSG00000100351
ENSG00000125037
ENSG00000155959
ENSG00000175166
ENSG00000073584
ENSG00000163605
ENSG00000118181
